,Sparta,Den Bosch,Cambuur,For Sittard,Graafschap,PSV Eindhoven,Ajax,Utrecht,Waalwijk,MVV Maastricht,Heerenveen,Roda,Twente,Willem II,Feyenoord,Vitesse,AZ Alkmaar,Nijmegen,NAC Breda,Groningen,Roosendaal,Excelsior,Zwolle,Volendam,Den Haag,Heracles,VVV Venlo,Go Ahead Eagles,Dordrecht,FC Emmen,Almere City
175,,,,,,2.0,2.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,,,,
176,,,,,,6.0,1.0,1.0,3.0,,1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,,0.0,3.0,1.0,,,,,,
177,,,,,,2.0,1.0,0.0,3.0,,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,0.0,0.0,0.0,,,,,,
178,,,,,,2.0,4.0,1.0,1.0,,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,,0.0,1.0,1.0,,,,,,
179,,,,,,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,,1.0,2.0,1.0,,,,,,
180,,,,,,0.0,6.0,1.0,2.0,,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,2.0,,,,,,
181,,,,,,4.0,3.0,2.0,0.0,,1.0,2.0,5.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,,2.0,2.0,0.0,,,,,,
182,,,,,,2.0,5.0,0.0,2.0,,0.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,,1.0,1.0,2.0,,,,,,
183,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,0.0,2.0,1.0,,,,,,
184,,,,,,3.0,3.0,2.0,1.0,,1.0,5.0,0.0,4.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,,1.0,2.0,1.0,,,,,,
185,,,,,,1.0,4.0,1.0,0.0,,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,
186,,,,,,3.0,3.0,1.0,1.0,,1.0,5.0,4.0,6.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,,0.0,0.0,0.0,,,,,,
187,,,,,,4.0,2.0,3.0,1.0,,,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,1.0,,,,,,
188,,,,,,,,,1.0,,2.0,,0.0,,,,2.0,1.0,,1.0,,,,2.0,0.0,,,,,,
189,,,,,,7.0,,2.0,,,3.0,,,0.0,4.0,5.0,0.0,,2.0,,1.0,,2.0,0.0,1.0,,,,,,
190,,,,,,3.0,1.0,0.0,1.0,,1.0,2.0,4.0,1.0,2.0,0.0,6.0,2.0,2.0,1.0,1.0,,1.0,0.0,0.0,,,,,,
191,,,,,,0.0,0.0,3.0,0.0,,2.0,1.0,2.0,2.0,0.0,0.0,,1.0,3.0,1.0,2.0,,0.0,0.0,,,,,,,
192,,,,,,,2.0,,,,,1.0,,,,,0.0,,3.0,,,,,2.0,1.0,,,,,,
193,,,,,,2.0,1.0,2.0,1.0,,1.0,2.0,3.0,2.0,3.0,0.0,,0.0,,0.0,3.0,,0.0,,,,,,,,
194,,,,,,5.0,,0.0,4.0,,,,0.0,0.0,2.0,0.0,0.0,1.0,,,1.0,,1.0,0.0,,,,,,,
195,,,,,,3.0,4.0,1.0,1.0,,,3.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,,,1.0,1.0,0.0,,,,,,
196,,,,,,1.0,2.0,,3.0,,3.0,,2.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,,0.0,0.0,0.0,,,,,,
197,,,,,,,,2.0,0.0,,0.0,4.0,,2.0,0.0,,3.0,,,1.0,1.0,,,,3.0,,,,,,
198,,,,,,1.0,2.0,0.0,2.0,,1.0,0.0,0.0,1.0,2.0,1.0,,4.0,0.0,,2.0,,0.0,0.0,2.0,,,,,,
199,,,,,,2.0,1.0,1.0,,,3.0,1.0,0.0,,,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,0.0,,,,,,,
200,,,,,,,1.0,,,,4.0,0.0,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,
201,,,,,,1.0,0.0,1.0,2.0,,2.0,2.0,4.0,0.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,2.0,,,,,,
202,,,,,,4.0,1.0,0.0,0.0,,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,,1.0,0.0,2.0,,,,,,
203,,,,,,0.0,4.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0,,1.0,1.0,0.0,,,,,,
204,,,,,,1.0,5.0,2.0,0.0,,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,,3.0,0.0,0.0,,,,,,
205,,,,,,1.0,1.0,2.0,3.0,,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,0.0,,1.0,1.0,1.0,,,,,,
206,,,,,,4.0,2.0,5.0,0.0,,1.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,,1.0,2.0,3.0,,,,,,
207,,,,,,5.0,1.0,0.0,3.0,,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,,2.0,0.0,1.0,,,,,,
208,,,,,,3.0,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,,1.0,4.0,1.0,,,,,,
209,,,,,,3.0,0.0,1.0,0.0,,0.0,1.0,2.0,0.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,,2.0,0.0,0.0,,,,,,
210,,,,,,5.0,5.0,0.0,1.0,,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,1.0,,,,,,
211,,,,,,3.0,2.0,2.0,3.0,,1.0,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,2.0,,,,,,
212,,,,,,4.0,5.0,0.0,3.0,,0.0,2.0,2.0,2.0,7.0,3.0,2.0,1.0,5.0,2.0,1.0,,1.0,2.0,4.0,,,,,,
213,,1.0,,,1.0,5.0,3.0,2.0,0.0,,1.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,3.0,0.0,2.0,,,,0.0,,,,,,
214,,1.0,,,1.0,5.0,6.0,5.0,1.0,,3.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,,,,1.0,,,,,,
215,,1.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,3.0,,,,,,
216,,0.0,,,0.0,1.0,3.0,1.0,0.0,,2.0,1.0,1.0,3.0,3.0,1.0,5.0,0.0,3.0,2.0,4.0,,,,3.0,,,,,,
217,,0.0,,,2.0,3.0,5.0,3.0,2.0,,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,,,,0.0,,,,,,
218,,0.0,,,0.0,4.0,1.0,2.0,4.0,,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
219,,2.0,,,2.0,3.0,0.0,3.0,2.0,,1.0,3.0,2.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,,,,0.0,,,,,,
220,,2.0,,,1.0,2.0,1.0,0.0,2.0,,3.0,0.0,,,2.0,1.0,3.0,2.0,2.0,3.0,1.0,,,,0.0,,,,,,
221,,0.0,,,1.0,2.0,0.0,1.0,0.0,,2.0,5.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,2.0,0.0,,,,2.0,,,,,,
222,,,,,2.0,0.0,,0.0,,,,0.0,1.0,2.0,,,,,4.0,,,,,,0.0,,,,,,
223,,2.0,,,,,1.0,,1.0,,4.0,1.0,1.0,3.0,1.0,4.0,4.0,0.0,,4.0,0.0,,,,3.0,,,,,,
224,,0.0,,,0.0,3.0,3.0,0.0,0.0,,0.0,,1.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0,,,,,,,,,,
225,,1.0,,,2.0,1.0,1.0,1.0,2.0,,0.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,,,,5.0,,,,,,
226,,0.0,,,0.0,2.0,5.0,1.0,0.0,,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,,,,1.0,,,,,,
227,,0.0,,,0.0,2.0,4.0,1.0,2.0,,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,0.0,,,,,,
228,,0.0,,,0.0,4.0,2.0,1.0,1.0,,2.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,,,,0.0,,,,,,
229,,0.0,,,3.0,3.0,1.0,0.0,2.0,,1.0,3.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,,,,1.0,,,,,,
230,,0.0,,,1.0,0.0,4.0,1.0,1.0,,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,2.0,,,,,,
231,,1.0,,,2.0,4.0,2.0,0.0,1.0,,2.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,,,,0.0,,,,,,
232,,0.0,,,0.0,4.0,0.0,0.0,1.0,,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,,,,0.0,,,,,,
233,,0.0,,,2.0,4.0,1.0,2.0,3.0,,1.0,0.0,2.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,1.0,,,,2.0,,,,,,
234,,0.0,,,2.0,0.0,2.0,1.0,1.0,,3.0,2.0,3.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,
235,,0.0,,,2.0,4.0,2.0,0.0,1.0,,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,,,,4.0,,,,,,
236,,1.0,,,0.0,3.0,2.0,0.0,0.0,,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,0.0,,,,1.0,,,,,,
237,,,,,0.0,,,2.0,2.0,,,1.0,2.0,0.0,,2.0,,0.0,2.0,,1.0,,,,,,,,,,
238,,1.0,,,2.0,4.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,,,,0.0,,,,,,
239,,0.0,,,0.0,1.0,,,2.0,,2.0,3.0,,,4.0,0.0,3.0,2.0,1.0,0.0,1.0,,,,0.0,,,,,,
240,,,,,,4.0,0.0,0.0,,,1.0,,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,,
241,,2.0,,,1.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,,,,0.0,,,,,,
242,,0.0,,,0.0,3.0,2.0,,,,1.0,,2.0,0.0,,,,,,3.0,0.0,,,,2.0,,,,,,
243,,,,,,,4.0,,1.0,,,0.0,,,2.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,
244,,4.0,,,2.0,,,2.0,4.0,,3.0,3.0,,,1.0,1.0,1.0,,1.0,,2.0,,,,0.0,,,,,,
245,,1.0,,,,1.0,3.0,3.0,,,7.0,4.0,2.0,0.0,2.0,,2.0,1.0,,2.0,1.0,,,,1.0,,,,,,
246,,2.0,,,0.0,3.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,
247,,0.0,,,0.0,2.0,4.0,0.0,1.0,,3.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,,,,0.0,,,,,,
248,,1.0,,,1.0,4.0,4.0,1.0,0.0,,2.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,,,,2.0,,,,,,
249,,0.0,,,0.0,4.0,2.0,0.0,2.0,,2.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,,,,6.0,,,,,,
250,,0.0,,,1.0,0.0,2.0,3.0,0.0,,2.0,0.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,3.0,,,,,,
251,0.0,,,,,1.0,,0.0,2.0,,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,,,,,1.0,,,,,
252,1.0,,,,,2.0,2.0,1.0,2.0,,5.0,4.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,1.0,2.0,,,,,
253,1.0,,,,,3.0,1.0,1.0,3.0,,0.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,,,,1.0,2.0,,,,,
254,1.0,,,,,1.0,2.0,0.0,2.0,,1.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,4.0,0.0,0.0,,,,1.0,2.0,,,,,
255,1.0,,,,,0.0,2.0,1.0,2.0,,1.0,0.0,0.0,2.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,,,,0.0,0.0,,,,,
256,,,,,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,2.0,,,,,,
257,2.0,,,,,2.0,4.0,3.0,2.0,,,1.0,1.0,1.0,3.0,2.0,1.0,,2.0,0.0,0.0,,,,0.0,0.0,,,,,
258,1.0,,,,,3.0,2.0,3.0,1.0,,2.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,2.0,0.0,,,,,
259,0.0,,,,,3.0,0.0,1.0,0.0,,3.0,2.0,2.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,1.0,,,,1.0,0.0,,,,,
260,2.0,,,,,1.0,0.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,0.0,,,,1.0,0.0,,,,,
261,0.0,,,,,1.0,0.0,4.0,4.0,,0.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,,,,0.0,1.0,,,,,
262,0.0,,,,,3.0,0.0,1.0,1.0,,4.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,,,,1.0,2.0,,,,,
263,1.0,,,,,4.0,2.0,1.0,4.0,,2.0,2.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,3.0,,,,,
264,0.0,,,,,3.0,0.0,1.0,2.0,,2.0,0.0,1.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,,,,0.0,1.0,,,,,
265,2.0,,,,,3.0,4.0,,1.0,,1.0,1.0,0.0,,2.0,0.0,2.0,1.0,0.0,1.0,2.0,,,,3.0,0.0,,,,,
266,2.0,,,,,0.0,2.0,0.0,3.0,,3.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,,,,3.0,1.0,,,,,
267,1.0,,,,,,,1.0,,,3.0,,1.0,0.0,,0.0,,,,,,,,,,,,,,,
268,,,,,,4.0,2.0,1.0,0.0,,,2.0,,1.0,1.0,,3.0,0.0,0.0,3.0,0.0,,,,2.0,1.0,,,,,
269,1.0,,,,,2.0,3.0,1.0,2.0,,2.0,3.0,4.0,,2.0,2.0,0.0,0.0,1.0,2.0,1.0,,,,1.0,,,,,,
270,,,,,,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,6.0,1.0,,,1.0,3.0,1.0,,,,,3.0,,,,,
271,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,,,,,2.0,,,,,
272,0.0,,,,,1.0,1.0,3.0,1.0,,,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,,1.0,,,,2.0,0.0,,,,,
273,1.0,,,,,2.0,,,0.0,,,,,,,,3.0,3.0,,,,,,,1.0,,,,,,
274,0.0,,,,,,3.0,2.0,,,0.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,,,,0.0,2.0,,,,,
275,1.0,,,,,2.0,1.0,4.0,0.0,,2.0,1.0,0.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,0.0,,,,0.0,0.0,,,,,
276,0.0,,,,,3.0,2.0,0.0,1.0,,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,,,,0.0,0.0,,,,,
277,1.0,,,,,2.0,1.0,1.0,0.0,,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0,0.0,,,,0.0,1.0,,,,,
278,0.0,,,,,1.0,2.0,1.0,1.0,,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,0.0,,,,,
279,0.0,,,,,3.0,6.0,3.0,0.0,,1.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,3.0,1.0,,,,,
280,3.0,,,,,2.0,3.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,
281,0.0,,,,,4.0,6.0,0.0,3.0,,1.0,3.0,2.0,5.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,,,,0.0,0.0,,,,,
282,1.0,,,,,0.0,0.0,2.0,1.0,,0.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,,,,2.0,0.0,,,,,
283,0.0,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,
284,1.0,,,,,3.0,1.0,1.0,0.0,,2.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,2.0,0.0,,,,,
285,0.0,,,,,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,
286,5.0,,,,,1.0,1.0,0.0,0.0,,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,0.0,2.0,,,,,
287,3.0,,,,,1.0,2.0,1.0,2.0,,3.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,,,,2.0,4.0,,,,,
288,2.0,,,,,6.0,4.0,1.0,2.0,,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,,,,0.0,1.0,,,,,
289,1.0,,,,,3.0,5.0,1.0,0.0,,3.0,1.0,0.0,2.0,0.0,2.0,8.0,1.0,1.0,3.0,,0.0,,,2.0,3.0,,,,,
290,2.0,,,,,0.0,2.0,2.0,1.0,,5.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,0.0,0.0,,,,,
291,1.0,,,,,3.0,3.0,5.0,0.0,,1.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,,3.0,,,0.0,1.0,,,,,
292,0.0,,,,,2.0,0.0,0.0,1.0,,3.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,,,0.0,3.0,,,,,
293,0.0,,,,,2.0,2.0,1.0,1.0,,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,,,,,
294,1.0,,,,,0.0,3.0,2.0,3.0,,0.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,,3.0,,,2.0,0.0,,,,,
295,0.0,,,,,4.0,3.0,1.0,2.0,,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,,0.0,,,1.0,1.0,,,,,
296,1.0,,,,,3.0,4.0,2.0,0.0,,4.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,,1.0,,,0.0,0.0,,,,,
297,0.0,,,,,7.0,2.0,1.0,1.0,,,0.0,1.0,0.0,2.0,,4.0,0.0,2.0,2.0,,1.0,,,0.0,1.0,,,,,
298,1.0,,,,,3.0,2.0,1.0,0.0,,0.0,1.0,4.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,,,,
299,0.0,,,,,3.0,3.0,0.0,0.0,,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,,2.0,,,2.0,0.0,,,,,
300,2.0,,,,,1.0,0.0,2.0,1.0,,1.0,1.0,7.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,,1.0,,,1.0,0.0,,,,,
301,2.0,,,,,4.0,1.0,2.0,0.0,,2.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,,0.0,,,0.0,2.0,,,,,
302,3.0,,,,,5.0,0.0,0.0,1.0,,1.0,3.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,,6.0,,,5.0,1.0,,,,,
303,1.0,,,,,,,,2.0,,3.0,1.0,0.0,,,1.0,,2.0,0.0,,,,,,0.0,1.0,,,,,
304,,,,,,1.0,6.0,3.0,,,3.0,,,0.0,4.0,0.0,5.0,,,0.0,,0.0,,,,,,,,,
305,3.0,,,,,2.0,2.0,0.0,1.0,,1.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,,1.0,,,1.0,2.0,,,,,
306,0.0,,,,,3.0,3.0,2.0,0.0,,1.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,,1.0,,,2.0,0.0,,,,,
307,2.0,,,,,4.0,2.0,1.0,1.0,,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,,0.0,,,2.0,0.0,,,,,
308,1.0,,,,,1.0,2.0,0.0,1.0,,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,,1.0,,,1.0,0.0,,,,,
309,3.0,,,,,2.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,1.0,2.0,,,,,
310,2.0,,,,,3.0,2.0,0.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,,1.0,,,1.0,0.0,,,,,
311,0.0,,,,,0.0,3.0,1.0,1.0,,5.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,2.0,,0.0,,,1.0,1.0,,,,,
312,2.0,,,,,2.0,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,1.0,2.0,,,,,
313,1.0,,,,,1.0,2.0,1.0,2.0,,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,,,1.0,0.0,,,,,
314,1.0,,,,,2.0,2.0,0.0,0.0,,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,,2.0,,,1.0,0.0,,,,,
315,0.0,,,,,1.0,1.0,3.0,3.0,,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,,0.0,,,3.0,0.0,,,,,
316,0.0,,,,,2.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,,3.0,,,1.0,3.0,,,,,
317,0.0,,,,,0.0,4.0,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,,0.0,,,2.0,1.0,,,,,
318,4.0,,,,,1.0,5.0,2.0,3.0,,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,,,2.0,0.0,,,,,
319,2.0,,,,,1.0,3.0,0.0,0.0,,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,,,1.0,0.0,,,,,
320,0.0,,,,,1.0,2.0,3.0,2.0,,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,4.0,,0.0,,,1.0,1.0,,,,,
321,1.0,,,,,2.0,2.0,1.0,3.0,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,,0.0,,,0.0,4.0,,,,,
322,2.0,,,,,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,,2.0,,,1.0,3.0,,,,,
323,1.0,,,,,5.0,2.0,2.0,0.0,,5.0,7.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,,3.0,,,2.0,0.0,,,,,
324,1.0,,,,1.0,2.0,8.0,0.0,,,0.0,1.0,2.0,0.0,3.0,2.0,4.0,1.0,0.0,3.0,,0.0,,,,0.0,0.0,,,,
325,2.0,,,,2.0,5.0,4.0,2.0,,,1.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,3.0,,,,
326,3.0,,,,2.0,0.0,2.0,2.0,,,3.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,2.0,,0.0,,,,1.0,3.0,,,,
327,2.0,,,,3.0,1.0,1.0,2.0,,,5.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,,2.0,,,,0.0,2.0,,,,
328,1.0,,,,2.0,4.0,3.0,3.0,,,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,,1.0,,,,1.0,1.0,,,,
329,0.0,,,,0.0,1.0,6.0,2.0,,,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,,3.0,,,,2.0,1.0,,,,
330,2.0,,,,0.0,3.0,2.0,2.0,,,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,,2.0,,,,0.0,1.0,,,,
331,0.0,,,,4.0,3.0,0.0,1.0,,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,0.0,,,,2.0,1.0,,,,
332,1.0,,,,0.0,4.0,1.0,0.0,,,4.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,,1.0,,,,1.0,0.0,,,,
333,3.0,,,,0.0,1.0,4.0,0.0,,,2.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,,4.0,,,,0.0,2.0,,,,
334,0.0,,,,1.0,1.0,2.0,4.0,,,1.0,5.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,,1.0,,,,0.0,2.0,,,,
335,1.0,,,,3.0,4.0,4.0,3.0,,,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,,1.0,,,,0.0,0.0,,,,
336,1.0,,,,0.0,1.0,1.0,7.0,,,1.0,3.0,2.0,6.0,6.0,2.0,1.0,0.0,3.0,1.0,,0.0,,,,0.0,0.0,,,,
337,1.0,,,,0.0,2.0,3.0,1.0,,,4.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,,0.0,,,,2.0,0.0,,,,
338,3.0,,,,1.0,,,3.0,,,5.0,2.0,1.0,0.0,,3.0,,1.0,1.0,1.0,,0.0,,,,1.0,1.0,,,,
339,,,,,2.0,4.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,2.0,,2.0,,,,1.0,2.0,,,,
340,0.0,,,,,1.0,2.0,4.0,,,0.0,1.0,2.0,0.0,2.0,2.0,,2.0,1.0,2.0,,1.0,,,,1.0,2.0,,,,
