a1,a2,b1,b2,lambda3,delta,f
-0.02951402514474393,0.0011436019466216723,0.823325142219336,0.03754711764312779,0.2406263265993932,-0.05827308844884198,"[0.6175193928838314, 0.94085724652287, -0.008838335724002853, 0.4297707467994931, -0.028744682708448155, 0.18156919948767536, 0.45396523390426724, 0.23543341785505734, 0.7044795865366393, -0.10570098718988852, -0.18100894130945344, 0.12820703542205325, -0.01929993616155981, 0.17361952947267, 0.41480714295780163, 0.438891750484772, 0.18868412244512678, 0.014142781896713065, 0.861769475589919, 0.20905878533694955, 0.448416848918444, 0.08285934325041447, 0.5549060660596756, 0.29713802174101367, 0.025252394357843988, 0.18677469696341997, 0.5350780254148155, 0.11851743126138625, 0.020633595730128768, 0.19104316791229836, 0.7242002768184683, 0.9873872070175973, 0.30180626648230446, 0.20427653733371465, 0.04794477549377926, -0.3254654226587068, 0.06625460672791225, 0.059871763852043375, 0.9379691062165814, 0.25165869538027497, 0.2676786442793577, -0.08682055397488858, 0.3792382178423257, 0.46263423914481394, 0.13885292101526847, 0.0900154803172292, 0.44012485952894975, 0.29356709764168765, 0.9475852357636438, 0.36628149168165836, 0.22717101015835628, 0.31085251148732673, 0.7753294807472306, 0.5855771579082274, 0.2633759787375596, 0.593739884319471, 0.35340489482518356, 0.38902769035573326, 0.01553538070006235, 0.01633796103041476]"
