,Sparta,Den Bosch,Cambuur,For Sittard,Graafschap,PSV Eindhoven,Ajax,Utrecht,Waalwijk,MVV Maastricht,Heerenveen,Roda,Twente,Willem II,Feyenoord,Vitesse,AZ Alkmaar,Nijmegen,NAC Breda,Groningen,Roosendaal,Excelsior,Zwolle,Volendam,Den Haag,Heracles,VVV Venlo,Go Ahead Eagles,Dordrecht,FC Emmen,Almere City
221,0.0,,,,,1.0,1.0,3.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,,,,2.0,0.0,,,,,
222,0.0,,,,,2.0,3.0,2.0,0.0,,0.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,,,,0.0,2.0,,,,,
223,1.0,,,,,2.0,1.0,4.0,0.0,,2.0,1.0,0.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,0.0,,,,0.0,0.0,,,,,
224,0.0,,,,,3.0,2.0,0.0,1.0,,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,,,,0.0,0.0,,,,,
225,0.0,,,,,1.0,2.0,1.0,1.0,,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,0.0,,,,,
226,0.0,,,,,3.0,6.0,3.0,0.0,,1.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,3.0,1.0,,,,,
227,3.0,,,,,2.0,3.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,
228,0.0,,,,,4.0,6.0,0.0,3.0,,1.0,3.0,2.0,5.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,,,,0.0,0.0,,,,,
229,1.0,,,,,0.0,0.0,2.0,1.0,,0.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,,,,2.0,0.0,,,,,
230,0.0,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,
231,1.0,,,,,3.0,1.0,1.0,0.0,,2.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,2.0,0.0,,,,,
232,0.0,,,,,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,1.0,4.0,1.0,,4.0,,2.0,1.0,,,,1.0,1.0,,,,,
233,5.0,,,,,1.0,1.0,0.0,0.0,,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,0.0,2.0,,,,,
234,2.0,,,,,6.0,4.0,1.0,2.0,,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,,,,0.0,1.0,,,,,
235,1.0,,,,,3.0,5.0,1.0,0.0,,3.0,1.0,0.0,2.0,0.0,2.0,8.0,1.0,1.0,3.0,,0.0,,,2.0,3.0,,,,,
236,2.0,,,,,0.0,2.0,2.0,1.0,,5.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,0.0,0.0,,,,,
237,1.0,,,,,3.0,3.0,5.0,0.0,,1.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,,3.0,,,0.0,1.0,,,,,
238,0.0,,,,,2.0,0.0,0.0,1.0,,3.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,,,0.0,3.0,,,,,
239,0.0,,,,,2.0,2.0,1.0,1.0,,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,,,,,
240,1.0,,,,,0.0,3.0,2.0,3.0,,0.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,,3.0,,,2.0,0.0,,,,,
241,0.0,,,,,4.0,3.0,1.0,2.0,,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,,0.0,,,1.0,1.0,,,,,
242,1.0,,,,,3.0,4.0,2.0,0.0,,4.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,,1.0,,,0.0,0.0,,,,,
243,1.0,,,,,3.0,2.0,1.0,0.0,,0.0,1.0,4.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,,,,
244,0.0,,,,,3.0,3.0,0.0,0.0,,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,,2.0,,,2.0,0.0,,,,,
245,2.0,,,,,1.0,0.0,2.0,1.0,,1.0,1.0,7.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,,1.0,,,1.0,0.0,,,,,
246,2.0,,,,,4.0,1.0,2.0,0.0,,2.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,,0.0,,,0.0,2.0,,,,,
247,3.0,,,,,5.0,0.0,0.0,1.0,,1.0,3.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,,6.0,,,5.0,1.0,,,,,
248,1.0,,,,,1.0,6.0,3.0,2.0,,3.0,1.0,0.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,,0.0,,,0.0,1.0,,,,,
249,3.0,,,,,2.0,2.0,0.0,1.0,,1.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,,1.0,,,1.0,2.0,,,,,
250,0.0,,,,,3.0,3.0,2.0,0.0,,1.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,,1.0,,,2.0,0.0,,,,,
251,2.0,,,,,4.0,2.0,1.0,1.0,,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,,0.0,,,2.0,0.0,,,,,
252,3.0,,,,,2.0,2.0,0.0,0.0,,0.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,1.0,2.0,,,,,
253,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,
254,2.0,,,,,3.0,2.0,0.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,,1.0,,,1.0,0.0,,,,,
255,0.0,,,,,0.0,3.0,1.0,1.0,,5.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,2.0,,0.0,,,1.0,1.0,,,,,
256,2.0,,,,,2.0,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,1.0,2.0,,,,,
257,1.0,,,,,1.0,2.0,1.0,2.0,,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,,,1.0,0.0,,,,,
258,1.0,,,,,2.0,2.0,0.0,0.0,,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,,2.0,,,1.0,0.0,,,,,
259,0.0,,,,,1.0,1.0,3.0,3.0,,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,,0.0,,,3.0,0.0,,,,,
260,0.0,,,,,2.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,,3.0,,,1.0,3.0,,,,,
261,0.0,,,,,0.0,4.0,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,,0.0,,,2.0,1.0,,,,,
262,4.0,,,,,1.0,5.0,2.0,3.0,,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,,,2.0,0.0,,,,,
263,2.0,,,,,1.0,3.0,0.0,0.0,,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,,,1.0,0.0,,,,,
264,0.0,,,,,1.0,2.0,3.0,2.0,,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,4.0,,0.0,,,1.0,1.0,,,,,
265,1.0,,,,,2.0,2.0,1.0,3.0,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,,0.0,,,0.0,4.0,,,,,
266,2.0,,,,,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,,,2.0,,,,3.0,,,,,
267,1.0,,,,,5.0,2.0,2.0,0.0,,5.0,7.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,,3.0,,,2.0,0.0,,,,,
268,1.0,,,,1.0,2.0,8.0,0.0,,,0.0,1.0,2.0,0.0,3.0,2.0,4.0,1.0,0.0,3.0,,0.0,,,,0.0,0.0,,,,
269,2.0,,,,2.0,5.0,4.0,2.0,,,1.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,3.0,,,,
270,3.0,,,,2.0,0.0,2.0,2.0,,,3.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,2.0,,0.0,,,,1.0,3.0,,,,
271,2.0,,,,3.0,1.0,1.0,2.0,,,5.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,,2.0,,,,0.0,2.0,,,,
272,1.0,,,,2.0,4.0,3.0,3.0,,,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,,1.0,,,,1.0,1.0,,,,
273,0.0,,,,0.0,1.0,6.0,2.0,,,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,,3.0,,,,2.0,1.0,,,,
274,2.0,,,,0.0,3.0,2.0,2.0,,,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,,2.0,,,,0.0,1.0,,,,
275,0.0,,,,4.0,3.0,0.0,1.0,,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,0.0,,,,2.0,1.0,,,,
276,1.0,,,,0.0,4.0,1.0,0.0,,,4.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,,1.0,,,,1.0,0.0,,,,
277,3.0,,,,0.0,1.0,4.0,0.0,,,2.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,,4.0,,,,0.0,2.0,,,,
278,0.0,,,,1.0,1.0,2.0,4.0,,,1.0,5.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,,1.0,,,,0.0,2.0,,,,
279,1.0,,,,3.0,4.0,4.0,3.0,,,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,,1.0,,,,0.0,0.0,,,,
280,1.0,,,,0.0,1.0,1.0,7.0,,,1.0,3.0,2.0,6.0,6.0,2.0,1.0,0.0,3.0,1.0,,0.0,,,,0.0,0.0,,,,
281,1.0,,,,0.0,2.0,3.0,1.0,,,4.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,,0.0,,,,2.0,0.0,,,,
282,3.0,,,,1.0,,,3.0,,,5.0,2.0,1.0,0.0,,3.0,,1.0,1.0,1.0,,0.0,,,,1.0,1.0,,,,
283,,,,,2.0,4.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,2.0,,2.0,,,,1.0,2.0,,,,
284,1.0,,,,0.0,2.0,2.0,2.0,,,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,,1.0,,,,0.0,2.0,,,,
285,0.0,,,,0.0,1.0,6.0,2.0,,,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,,2.0,,,,2.0,0.0,,,,
286,6.0,,,,1.0,1.0,1.0,3.0,,,4.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,,2.0,,,,0.0,1.0,,,,
287,2.0,,,,0.0,2.0,2.0,0.0,,,3.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,,1.0,,,,5.0,0.0,,,,
288,2.0,,,,1.0,2.0,3.0,2.0,,,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,1.0,,,,0.0,0.0,,,,
289,0.0,,,,1.0,1.0,1.0,0.0,,,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,
290,2.0,,,,0.0,1.0,6.0,1.0,,,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,,1.0,,,,2.0,4.0,,,,
291,2.0,,,,1.0,4.0,3.0,1.0,,,2.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,,0.0,,,,3.0,2.0,,,,
292,0.0,,,,1.0,1.0,4.0,3.0,,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,,0.0,,,,2.0,3.0,,,,
293,4.0,,,,1.0,,,1.0,,,3.0,1.0,,1.0,,2.0,,3.0,0.0,2.0,,1.0,,,,2.0,,,,,
294,2.0,,,,0.0,1.0,4.0,2.0,,,1.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,0.0,,0.0,,,,0.0,1.0,,,,
295,3.0,,,,0.0,3.0,1.0,2.0,,,4.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,,0.0,,,,1.0,1.0,,,,
296,2.0,,,,1.0,0.0,4.0,0.0,,,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,,2.0,,,,0.0,1.0,,,,
297,0.0,,,,1.0,2.0,4.0,1.0,,,3.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,0.0,,,,0.0,2.0,,,,
298,4.0,,,,1.0,1.0,,1.0,,,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,,,1.0,,,,0.0,1.0,,,,
299,0.0,,,,0.0,1.0,5.0,1.0,,,5.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,,0.0,,,,1.0,3.0,,,,
300,2.0,,,,0.0,5.0,1.0,1.0,,,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,,,,2.0,5.0,3.0,,,,,
301,0.0,,,,1.0,1.0,1.0,0.0,,,2.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,,,,0.0,3.0,2.0,,,,,
302,1.0,,,,2.0,0.0,2.0,1.0,,,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,0.0,1.0,,,,,
303,2.0,,,,0.0,1.0,3.0,0.0,,,2.0,2.0,3.0,2.0,1.0,0.0,5.0,1.0,4.0,3.0,,,,0.0,0.0,1.0,,,,,
304,0.0,,,,0.0,3.0,2.0,3.0,,,5.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,4.0,3.0,,,,2.0,0.0,2.0,,,,,
305,1.0,,,,0.0,1.0,1.0,0.0,,,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,,,,0.0,2.0,0.0,,,,,
306,0.0,,,,1.0,2.0,2.0,0.0,,,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,,,,0.0,1.0,3.0,,,,,
307,0.0,,,,1.0,2.0,2.0,2.0,,,3.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,,,,3.0,1.0,0.0,,,,,
308,2.0,,,,0.0,0.0,5.0,2.0,,,1.0,1.0,0.0,2.0,5.0,0.0,3.0,1.0,2.0,5.0,,,,0.0,0.0,0.0,,,,,
309,4.0,,,,0.0,1.0,4.0,2.0,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,,,,0.0,0.0,0.0,,,,,
310,3.0,,,,3.0,4.0,0.0,4.0,,,0.0,1.0,6.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,,,,3.0,1.0,0.0,,,,,
311,4.0,,,,1.0,2.0,1.0,1.0,,,2.0,1.0,2.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,
312,2.0,,,,3.0,4.0,2.0,2.0,,,3.0,3.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,,,,1.0,4.0,0.0,,,,,
313,1.0,,,,0.0,1.0,3.0,0.0,,,2.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,,,,0.0,1.0,2.0,,,,,
314,4.0,,,,0.0,1.0,6.0,0.0,,,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,,,,3.0,0.0,1.0,,,,,
315,2.0,,,,0.0,0.0,3.0,3.0,,,3.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,,,,1.0,0.0,0.0,,,,,
316,1.0,,,,1.0,1.0,4.0,1.0,,,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,0.0,2.0,2.0,,,,,
317,3.0,,,,0.0,2.0,0.0,3.0,,,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,,,,0.0,1.0,1.0,,,,,
318,0.0,,,,0.0,3.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,0.0,1.0,,,,,
319,1.0,,,,2.0,5.0,1.0,3.0,,,3.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,,,,3.0,1.0,1.0,,,,,
320,0.0,,,,0.0,2.0,2.0,2.0,,,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,0.0,,,,,
321,1.0,,,,0.0,1.0,2.0,0.0,,,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,,,,1.0,1.0,0.0,,,,,
322,1.0,,,,1.0,2.0,2.0,0.0,,,3.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,,,,1.0,0.0,3.0,,,,,
323,0.0,,,,1.0,1.0,1.0,0.0,,,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,,,,,
324,1.0,,,,0.0,0.0,3.0,0.0,,,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,,,,1.0,3.0,1.0,,,,,
325,1.0,,,,2.0,2.0,3.0,0.0,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,,,,,
326,0.0,,,,0.0,2.0,2.0,0.0,,,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,,,,2.0,1.0,1.0,,,,,
327,2.0,,,,2.0,2.0,7.0,0.0,,,1.0,2.0,4.0,0.0,5.0,3.0,1.0,2.0,0.0,2.0,,,,0.0,1.0,1.0,,,,,
328,0.0,,,,0.0,6.0,2.0,2.0,,,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,3.0,3.0,4.0,,,,,
329,0.0,,,,0.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.0,3.0,6.0,1.0,2.0,3.0,0.0,,,,1.0,2.0,0.0,,,,,
330,4.0,,,,1.0,1.0,0.0,2.0,,,2.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,,,,,
331,1.0,,,,2.0,3.0,1.0,1.0,,,1.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,,,,2.0,3.0,1.0,,,,,
332,0.0,,,,,3.0,2.0,1.0,0.0,,0.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,,,,,1.0,3.0,3.0,,,,
333,0.0,,,,,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,,,,,2.0,0.0,2.0,,,,
334,2.0,,,,,4.0,3.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,,,,,0.0,0.0,2.0,,,,
335,0.0,,,,,3.0,0.0,,1.0,,0.0,0.0,2.0,0.0,4.0,1.0,2.0,,1.0,2.0,,,,,3.0,1.0,2.0,,,,
336,0.0,,,,,2.0,3.0,2.0,0.0,,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,,,,,2.0,0.0,1.0,,,,
337,1.0,,,,,3.0,6.0,2.0,0.0,,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,,,,,2.0,0.0,1.0,,,,
338,1.0,,,,,3.0,4.0,1.0,1.0,,0.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,,,,
339,0.0,,,,,3.0,3.0,1.0,4.0,,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,2.0,1.0,,,,
340,0.0,,,,,0.0,2.0,0.0,0.0,,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,,,,
341,2.0,,,,,1.0,4.0,0.0,0.0,,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,,,,,1.0,1.0,1.0,,,,
342,3.0,,,,,4.0,4.0,2.0,0.0,,1.0,1.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,2.0,2.0,0.0,,,,
343,2.0,,,,,1.0,5.0,1.0,0.0,,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,3.0,1.0,,,,
344,1.0,,,,,5.0,0.0,2.0,1.0,,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,,,,,1.0,1.0,0.0,,,,
345,0.0,,,,,4.0,5.0,0.0,3.0,,1.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,,,,,1.0,0.0,5.0,,,,
346,2.0,,,,,3.0,5.0,3.0,1.0,,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,0.0,3.0,0.0,,,,
347,2.0,,,,,2.0,0.0,2.0,0.0,,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,,,,,1.0,3.0,2.0,,,,
348,2.0,,,,,1.0,3.0,2.0,0.0,,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,,,,,1.0,4.0,3.0,,,,
349,1.0,,,,,,,,4.0,,,,,0.0,1.0,,3.0,,,,,,,,0.0,1.0,0.0,,,,
350,,,,,,,1.0,0.0,,,,,0.0,,,1.0,,2.0,1.0,,,,,,,,,,,,
351,0.0,,,,,3.0,1.0,0.0,0.0,,4.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,,,,
352,0.0,,,,,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,2.0,0.0,0.0,,,,
353,1.0,,,,,2.0,3.0,0.0,0.0,,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,,,,,0.0,4.0,2.0,,,,
354,2.0,,,,,1.0,2.0,0.0,1.0,,0.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,,,,,3.0,0.0,0.0,,,,
355,1.0,,,,,1.0,4.0,2.0,1.0,,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,,,,,2.0,1.0,3.0,,,,
356,2.0,,,,,5.0,4.0,0.0,1.0,,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,,,,,1.0,2.0,1.0,,,,
357,0.0,,,,,1.0,3.0,1.0,0.0,,1.0,2.0,1.0,2.0,4.0,1.0,4.0,0.0,2.0,1.0,,,,,1.0,3.0,0.0,,,,
358,1.0,,,,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,3.0,,,,,1.0,1.0,0.0,,,,
359,0.0,,,,,1.0,5.0,3.0,1.0,,4.0,0.0,1.0,0.0,,,1.0,1.0,0.0,1.0,,,,,0.0,3.0,0.0,,,,
360,0.0,,,,,4.0,3.0,2.0,0.0,,2.0,4.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,,,,,0.0,2.0,2.0,,,,
361,1.0,,,,,1.0,1.0,0.0,1.0,,4.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,
362,1.0,,,,,0.0,7.0,0.0,4.0,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,,,,,2.0,1.0,0.0,,,,
363,0.0,,,,,3.0,4.0,3.0,0.0,,0.0,5.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,,,,,4.0,0.0,2.0,,,,
364,1.0,,,,,1.0,4.0,2.0,1.0,,2.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,3.0,,,,,2.0,4.0,2.0,,,,
365,,,,,3.0,3.0,2.0,1.0,,,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,,0.0,,,1.0,3.0,0.0,,,,
366,,,,,0.0,6.0,4.0,3.0,,,0.0,3.0,0.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,,3.0,,,1.0,0.0,1.0,,,,
367,,,,,1.0,3.0,3.0,3.0,,,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,,4.0,,,3.0,1.0,2.0,,,,
368,,,,,0.0,2.0,5.0,0.0,,,2.0,4.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,3.0,,1.0,,,2.0,2.0,0.0,,,,
369,,,,,2.0,3.0,2.0,0.0,,,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,2.0,1.0,1.0,,,,
370,,,,,3.0,0.0,2.0,3.0,,,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,0.0,,,4.0,0.0,2.0,,,,
371,,,,,0.0,1.0,2.0,0.0,,,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,,0.0,,,3.0,2.0,1.0,,,,
372,,,,,1.0,3.0,1.0,2.0,,,0.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,,1.0,,,0.0,1.0,0.0,,,,
373,,,,,2.0,4.0,3.0,2.0,,,0.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,,1.0,,,2.0,3.0,0.0,,,,
374,,,,,1.0,10.0,2.0,4.0,,,2.0,2.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,,2.0,,,2.0,1.0,0.0,,,,
375,,,,,0.0,0.0,4.0,0.0,,,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,5.0,,0.0,,,1.0,1.0,3.0,,,,
376,,,,,1.0,2.0,0.0,1.0,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,,,1.0,2.0,4.0,,,,
377,,,,,,4.0,0.0,,,,2.0,,1.0,,2.0,5.0,2.0,1.0,2.0,0.0,,2.0,,,1.0,3.0,1.0,,,,
378,,,,,3.0,0.0,0.0,4.0,,,5.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,,1.0,,,3.0,0.0,0.0,,,,
379,,,,,1.0,2.0,2.0,1.0,,,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,,1.0,,,1.0,2.0,0.0,,,,
380,,,,,0.0,5.0,1.0,2.0,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,4.0,,,,,0.0,2.0,,,,,
