a1,a2,b1,b2,lambda3,delta,f
-0.0285267381206601,0.0246436901840144,0.169828636880135,0.0114841452061764,0.4534001904247233,-0.0542300282148056,"[0.5094036883160384, 0.5565622955922742, 0.5752230828484417, -0.1682787153383402, 0.05701996057221401, 0.08868457152324655, 0.22263560961796014, 0.15828081599222327, 0.5058985934238205, -0.12162212689083524, -0.3880178710934039, 0.0890357778616711, -0.022139270710335397, 0.15154764290968775, 0.4291327295389643, 0.533272674987755, 0.20656768564507605, 0.014216705902354486, 0.5277883556387488, 0.09570335646130473, 0.29681066498567765, 0.09151943456037812, 0.3436812632903907, 0.11295123892519518, 0.1318570011122368, 0.28199347926482, 0.6725212730560497, 0.04250265780007004, 0.26557488427036313, 0.10505698816674391]"
