,FTR,Season,HomeTeamID,AwayTeamID,Outcome,PowerH,PowerA,ProbA,ProbD,ProbH,Prediction
6044,2.0,20.0,25.0,8.0,2.0,-0.001768778862138433,0.820840481342797,0.071841631319264,0.13416406392143207,0.793997304759304,2.0
6045,0.0,20.0,19.0,5.0,0.0,-0.014647657939218139,-0.9354878583679797,0.6107342569522346,0.21128584016155058,0.1779829028862148,0.0
6046,2.0,21.0,10.0,13.0,2.0,0.05282985922307216,0.4889308857529595,0.14102936115981354,0.1911684393683026,0.6678051994718839,2.0
6047,0.0,21.0,22.0,14.0,0.0,0.015500844329437992,-0.11523283255321708,0.30542062134266995,0.2474754982919045,0.4471068803654255,2.0
6048,2.0,21.0,12.0,3.0,2.0,0.26074614350743314,1.0237651205083356,0.080364822431468,0.1430326448723028,0.7766055326962292,2.0
6049,0.0,21.0,29.0,26.0,0.0,-0.04532472386514794,0.0240335977150715,0.23917321187815385,0.23407376915225217,0.526756018969594,2.0
6050,2.0,21.0,25.0,24.0,2.0,-0.03781592450444085,0.061556307772667775,0.2299600342969755,0.23135388168673285,0.5386890840162917,2.0
6051,0.0,21.0,0.0,6.0,0.0,0.9352990070045111,0.13301062945913095,0.5646153467063427,0.22484159931673572,0.21054605397692153,0.0
6052,0.0,21.0,19.0,5.0,0.0,-0.00767863055135213,-0.9235850399196127,0.6088409716369584,0.21189072473236295,0.1792713036306787,0.0
6053,0.0,21.0,8.0,15.0,0.0,0.8446167771877047,-0.027199609698559217,0.5918123217606016,0.2171467439989597,0.19104393424043878,0.0
6054,1.0,21.0,26.0,7.0,1.0,0.006509725563897988,0.7322091360915787,0.08607898422285917,0.1486228035282112,0.7653012122489297,2.0
6055,1.0,21.0,16.0,22.0,1.0,-0.04287130375859842,0.028053338383472133,0.2386874722579345,0.23393607606927455,0.527379451672791,2.0
6056,2.0,21.0,15.0,0.0,2.0,-0.030730267571379432,0.9321808726438372,0.05452125960862561,0.11384028877436034,0.8316414516170141,2.0
6057,2.0,21.0,5.0,29.0,2.0,-0.9124968933431233,-0.026409523891355046,0.06354368285090914,0.12484845492263194,0.811610862226459,2.0
6058,0.0,21.0,3.0,10.0,0.0,1.043437910242843,0.021005699061773908,0.6490753764351332,0.1981684113427112,0.15275921222215558,0.0
6059,0.0,21.0,24.0,19.0,0.0,0.08257644423216404,-0.0011281645170872507,0.2891389250585981,0.2451090750582061,0.46575499988319574,2.0
6060,1.0,21.0,14.0,12.0,1.0,-0.11756652944871598,0.2181319495577517,0.16470474810830824,0.20469252834191307,0.6306057235497787,2.0
6061,2.0,21.0,13.0,25.0,2.0,0.5188110164273937,-0.06038744230130302,0.4759151184271649,0.24361542809124,0.28047245348159505,0.0
6062,2.0,21.0,6.0,8.0,2.0,0.1347784140075263,0.8370606338076687,0.08981654771259837,0.15213688384030963,0.758049568447092,2.0
6063,2.0,21.0,12.0,19.0,2.0,0.22550329037016625,-0.015165846281105228,0.3449695605210356,0.250995739641194,0.4040376998377703,2.0
6064,2.0,21.0,22.0,0.0,2.0,0.033359926809424074,0.9607643575775279,0.058556713581449066,0.1188862791362135,0.8225600072823375,2.0
6065,1.0,21.0,3.0,16.0,1.0,1.0319004523066007,-0.038881022999485225,0.6668293224025093,0.19154262865549462,0.14163104894199616,0.0
6066,2.0,21.0,10.0,26.0,2.0,0.016061693851170417,-0.01305876450933944,0.27076993845182024,0.24174225296130256,0.48749080858687716,2.0
6067,2.0,21.0,6.0,15.0,2.0,0.10912431745112414,-0.06607886433054182,0.32117931942637684,0.24924374538978986,0.42957993518383325,2.0
6068,2.0,21.0,14.0,24.0,2.0,-0.11817501113704176,0.09129166175106433,0.19792044406591333,0.21999917820001177,0.5820833777340749,2.0
6069,2.0,21.0,7.0,8.0,2.0,0.7505392758328011,0.8578554313331254,0.22755520859252396,0.2306057041490752,0.5418420872584009,2.0
6070,1.0,21.0,29.0,13.0,1.0,0.012502266721044725,0.5007839997702562,0.1296839209278345,0.18378796033957964,0.6865311187325859,2.0
6071,1.0,21.0,25.0,5.0,1.0,-0.04057061737166548,-0.9332706348124616,0.5999018531297832,0.21469139408070478,0.18540975278951213,0.0
6072,1.0,21.0,7.0,10.0,1.0,0.723370052724909,-0.006470385878072419,0.5359491363573344,0.23199406796254043,0.23205979568012522,0.0
6073,2.0,21.0,15.0,25.0,2.0,-0.03953358157863569,-0.027399762700074097,0.25728437474318505,0.23877185658599928,0.5039467686708157,2.0
6074,0.0,21.0,26.0,24.0,0.0,0.010989141782257426,0.11198703231778019,0.22946675206492348,0.23120172334939268,0.5393345245856839,2.0
6075,1.0,21.0,12.0,29.0,1.0,0.20014316769576027,-0.0031045761201023737,0.3312881280386993,0.2501195395278288,0.41859533243347186,2.0
6076,2.0,21.0,19.0,6.0,2.0,0.006082244313415169,0.09823659586984158,0.2321573473033822,0.23202351562457865,0.5358221370720392,2.0
6077,1.0,21.0,0.0,16.0,1.0,0.9869026701223919,-0.04179568054302201,0.6513957764906225,0.1973220808650746,0.1512851426443029,0.0
6078,0.0,21.0,13.0,14.0,0.0,0.5145954957458672,-0.13341208135222762,0.5033512945202907,0.23888554413642135,0.25776616134328795,0.0
6079,2.0,21.0,5.0,3.0,2.0,-0.9260205264405501,1.0296175450072347,0.004727139842975652,0.020661264923276218,0.9746145952337482,2.0
6080,0.0,21.0,25.0,8.0,0.0,-0.0018263114775855793,0.8682085859176639,0.06556808858000182,0.12718806720962536,0.8072468442103728,2.0
6081,1.0,21.0,16.0,26.0,1.0,-0.04374841417891519,0.02661701199646265,0.23886083157655577,0.2339852903395568,0.5271568780838874,2.0
6082,0.0,21.0,13.0,12.0,0.0,0.5209665896476626,0.1945819483719809,0.3770559032773974,0.2517275514581024,0.37121954526450013,0.0
6083,1.0,21.0,14.0,0.0,1.0,-0.12924436087776747,0.9864900638235446,0.03960124569996734,0.0931494865783645,0.8672522677216682,2.0
6084,2.0,21.0,6.0,10.0,2.0,0.1341493058876012,-0.011870246549023142,0.3107988882828841,0.24813536043545634,0.4410687512816595,2.0
6085,0.0,21.0,24.0,15.0,0.0,0.08832294216205473,-0.059657159003917326,0.3114916657691493,0.24821606639200464,0.44029526783884604,2.0
6086,1.0,21.0,19.0,7.0,1.0,-0.019252912693290908,0.7306694603285011,0.08233653251834969,0.14499228020448893,0.7726741872771614,2.0
