,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1770,0.0,5.0,14.0,0.0,0.0,-0.012959922301143829,0.5409446150986827,0.21848844484307312,0.3606003292578676,0.46771887733732703,0.2731539379101712,0.2591236831013077,0.0
1771,0.0,5.0,31.0,23.0,0.0,-0.001012429305424209,0.056457073025834574,-0.04995765880192892,0.06971757436151463,0.31962574268903177,0.2751861922677012,0.40518559513678426,2.0
1772,2.0,5.0,19.0,25.0,2.0,0.24391611800518082,0.023107948730751365,0.40388264086552167,0.031145259744902506,0.1451366564130105,0.2333880966813887,0.6214561816373732,2.0
1773,2.0,5.0,16.0,26.0,2.0,0.44845111862055187,-0.023039500337205372,0.4736800489271257,0.0790467500571397,0.10248537292047424,0.19433424933784063,0.7031146448352752,2.0
1774,2.0,5.0,4.0,24.0,2.0,0.08064103688050092,-0.010873847590396085,0.05814993711087868,0.04194310983674654,0.24458880692316792,0.267519204026154,0.48788718795676406,2.0
1775,1.0,5.0,5.0,20.0,1.0,0.21300909999943046,0.03283312125344499,0.04064376326747413,0.023881624354079367,0.22405534747856085,0.24300444293494902,0.5329242226029623,2.0
1776,2.0,5.0,30.0,27.0,2.0,-0.06708337198283641,-0.19111689206401009,-0.15350045886606709,-0.2142632989624612,0.22692002112425644,0.24992271957039167,0.5231458347825788,2.0
1777,2.0,5.0,10.0,28.0,2.0,0.07239937780043479,0.004028344662383807,0.04427203071788883,0.011909999582057856,0.24675230203723147,0.26364290332330237,0.489599051180048,2.0
1778,1.0,5.0,1.0,22.0,1.0,0.4591979870346065,0.06923469039738198,0.6570617346930987,0.09527451065979978,0.09306774833574794,0.1921761957127253,0.7146930793455358,2.0
1779,1.0,5.0,17.0,9.0,1.0,-0.07054270959028046,0.008567818636148875,-0.02234541643210048,0.09613129565544809,0.319808862312365,0.29018809872250734,0.3900018738611529,2.0
1780,2.0,5.0,26.0,19.0,2.0,-0.03135124418685453,0.2587850567586962,0.07891330220886897,0.40189552314946336,0.42902002589244176,0.29549825562593834,0.2754805882442753,0.0
1781,2.0,5.0,24.0,30.0,2.0,-0.023651574578504392,-0.05157513362280222,0.0492354230798288,-0.16607872170338223,0.21325563935534952,0.2508261018175261,0.5359073271496948,2.0
1782,1.0,5.0,23.0,4.0,1.0,0.05484934860412319,0.0743949644987677,0.09128672665139884,0.07373498518579556,0.2715584323514469,0.27452020612027594,0.45391824214348775,2.0
1783,0.0,5.0,9.0,1.0,0.0,0.018809956236271668,0.4313756575470611,0.08597096424967801,0.6659453321446337,0.534776566265067,0.2734093472198469,0.19181003352507967,0.0
1784,0.0,5.0,28.0,14.0,0.0,0.0024699194235034303,-0.014675995121261932,-0.01131721905813963,0.19432350829843745,0.3154091746762044,0.2952554233025339,0.38933447412729405,2.0
1785,0.0,5.0,22.0,16.0,0.0,0.061536609076097995,0.44866976817117854,0.12861172820727787,0.48314821664696656,0.47779394995997426,0.2747695122920019,0.24743315223934437,0.0
1786,2.0,5.0,0.0,31.0,2.0,0.5604198648645571,-0.0186534702590065,0.36213883659858287,-0.04796475422465573,0.07840191278707055,0.14521707630085545,0.7759745227322181,2.0
