,Value
0,-0.012353530479610006
1,-0.4014947654407123
2,0.7814612158402414
3,1.225567186157126
4,1.2625988446176315
5,0.786032857788534
6,0.8389069698213305
7,-0.6613445902207935
8,0.2661843702590332
9,0.7197687100748942
10,0.6312940940999743
11,1.0617043124828012
12,0.026199227177632567
13,0.30668160115705256
14,0.14741209154261392
15,0.4858125424876286
16,0.05664359477491994
17,0.016464650523030616
18,0.1274495947224839
19,1.1412890161051386
