HomeTeam,AwayTeam,FTHG,FTAG,Proba_Home_win,Proba_Draw,Proba_Away_win,round
Willem II,Twente,0.0,3.0,0.13499500843758175,0.22183529267742658,0.49864436651504496,783.0
Feyenoord,Sparta,1.0,1.0,0.33518018705418473,0.3339152594717934,0.13136823379562884,783.0
Ajax,Heerenveen,5.0,1.0,0.19045364813971258,0.31046987305271506,0.3204176518853914,783.0
Den Haag,Vitesse,0.0,2.0,0.14557306235890824,0.2946919260204223,0.3780857027185867,783.0
Groningen,Utrecht,0.0,0.0,0.20480367332024302,0.4084071166557237,0.1724226675409522,783.0
Zwolle,PSV Eindhoven,0.0,3.0,0.07425965401262485,0.20603953226708022,0.5417597276593376,783.0
FC Emmen,For Sittard,2.0,2.0,0.35069451582220806,0.2901444203528957,0.19176820611142908,783.0
Waalwijk,Zwolle,1.0,1.0,0.2903193439371642,0.288366586160047,0.26456790627389065,784.0
VVV Venlo,Ajax,0.0,13.0,0.14756798545143093,0.22458677184256204,0.4883547083114347,784.0
Utrecht,Twente,2.0,1.0,0.17791336453848064,0.3384891212076614,0.2908059267287988,784.0
Zwolle,Willem II,0.0,0.0,0.25545471427952804,0.2507479547996491,0.3691427298805408,785.0
Heerenveen,FC Emmen,4.0,0.0,0.39572522358988876,0.31532388076527973,0.07875567249916748,785.0
For Sittard,Groningen,1.0,3.0,0.09665744869566487,0.3258581820351362,0.370894945016363,785.0
Sparta,Heracles,1.0,1.0,0.1931548847879813,0.2582168152015729,0.40276308145885886,785.0
Vitesse,PSV Eindhoven,2.0,1.0,0.13777021743361292,0.31438822769019426,0.3562169001098656,785.0
Waalwijk,Feyenoord,2.0,2.0,0.12203405371303137,0.3360542783982215,0.33960477536934064,785.0
Den Haag,AZ Alkmaar,2.0,2.0,0.17431271377917262,0.2465083683423984,0.43547545254445214,785.0
Twente,Zwolle,5.0,1.0,0.43260397183919147,0.25984856515099697,0.14191528281166807,786.0
Ajax,For Sittard,5.0,2.0,0.6825041505487932,0.1222825079261383,0.05482134550352938,786.0
Groningen,VVV Venlo,2.0,1.0,0.22110058962392284,0.38929609286373423,0.18042764047212978,786.0
Willem II,Vitesse,1.0,3.0,0.18702034107943444,0.2721705210707661,0.38339374897390743,786.0
Heracles,Utrecht,4.0,1.0,0.226680208078232,0.30561156707761905,0.29644026023259007,786.0
FC Emmen,Feyenoord,2.0,3.0,0.13494347714813767,0.32119500719666194,0.3491694530289097,786.0
Sparta,Heerenveen,1.0,4.0,0.06019935239194005,0.30030050405725556,0.42488879561951065,786.0
PSV Eindhoven,Den Haag,4.0,0.0,0.4888560503988495,0.23846720420599585,0.09244967887508407,786.0
AZ Alkmaar,Waalwijk,3.0,0.0,0.3863136928614162,0.2637905775897799,0.20257872618370762,786.0
For Sittard,Zwolle,2.0,2.0,0.22675145889633194,0.2869009406060773,0.327280090537226,787.0
Den Haag,Twente,2.0,4.0,0.11579936997189004,0.2503004147169954,0.46117337630231114,787.0
VVV Venlo,Heracles,3.0,2.0,0.26249469918509694,0.29709088770192943,0.27694210083832277,787.0
Waalwijk,Sparta,0.0,2.0,0.2684019636746669,0.2957122130338924,0.2735291019686645,787.0
Utrecht,Ajax,0.0,3.0,0.14375010119250578,0.2282953973364996,0.4836055526398614,787.0
Feyenoord,Groningen,2.0,0.0,0.1719276697131809,0.4348307662200157,0.17303598334149584,787.0
Vitesse,FC Emmen,3.0,1.0,0.3350118992289275,0.3015585716363931,0.1891314741043585,787.0
Heerenveen,AZ Alkmaar,0.0,3.0,0.3609033641730528,0.3247594818226937,0.11268550856132534,787.0
PSV Eindhoven,Willem II,3.0,0.0,0.5325602891485276,0.20857677095139376,0.10011961559093568,787.0
Willem II,VVV Venlo,2.0,1.0,0.2021421628040777,0.2750464760917368,0.36733671697574166,788.0
Groningen,Vitesse,1.0,1.0,0.2005999800260389,0.38946527398085373,0.20111836588862356,788.0
Zwolle,Utrecht,1.0,1.0,0.15521484637232436,0.29487910607539347,0.370963870918731,788.0
Ajax,Heracles,5.0,0.0,0.5856449056785797,0.174499120170618,0.143513539517218,788.0
For Sittard,Feyenoord,1.0,3.0,0.09147145390845202,0.32032176630649783,0.38126198166777897,788.0
Sparta,Den Haag,6.0,0.0,0.2794803238712377,0.2930951506872735,0.26705483623703064,788.0
Twente,PSV Eindhoven,1.0,1.0,0.1678791054887961,0.31214738756719823,0.33631228840205984,788.0
Waalwijk,Heerenveen,1.0,1.0,0.06259412037163622,0.2957051096769914,0.428932857504801,788.0
AZ Alkmaar,FC Emmen,1.0,0.0,0.39193253268861605,0.25509510334218405,0.2160197936181716,788.0
Twente,Waalwijk,0.0,2.0,0.4043515743193345,0.2791436090703974,0.1401880879642284,789.0
FC Emmen,Ajax,0.0,5.0,0.09874277797683423,0.16127026046921544,0.6186104594615848,789.0
Den Haag,Heerenveen,1.0,1.0,0.05052836460595255,0.2602213866218655,0.47718667925643665,789.0
VVV Venlo,Zwolle,2.0,2.0,0.3347586253871543,0.2991736107844685,0.19397225712518884,789.0
Vitesse,For Sittard,2.0,0.0,0.4027672559227057,0.28855182534446244,0.12161982304239062,789.0
Feyenoord,Utrecht,1.0,1.0,0.20934235373029203,0.4023826617479236,0.17547211108096383,789.0
Groningen,Willem II,1.0,0.0,0.33836200062473026,0.3087307012202411,0.1715463157176198,789.0
Heracles,AZ Alkmaar,1.0,2.0,0.245731522550929,0.2446659556177428,0.388945608974142,789.0
PSV Eindhoven,Sparta,1.0,0.0,0.48385256577082814,0.2432076623811565,0.08794254984718126,789.0
Sparta,FC Emmen,2.0,1.0,0.24426839223682073,0.28416915420262195,0.31662784050119663,790.0
Waalwijk,VVV Venlo,3.0,2.0,0.1780951636719109,0.31709480989260413,0.32091199652631386,790.0
For Sittard,Willem II,3.0,2.0,0.18780181239416482,0.2564460290204634,0.4095088383514733,790.0
Ajax,Twente,1.0,2.0,0.4058233077747236,0.23957741380734454,0.23677948043006536,790.0
Zwolle,Vitesse,2.0,1.0,0.14495387807221152,0.27868203650192414,0.40195755072600425,790.0
Feyenoord,Heracles,0.0,0.0,0.2888935908709608,0.32616571208249295,0.1999955487871451,790.0
AZ Alkmaar,Groningen,1.0,2.0,0.20201814537723065,0.3289753626000218,0.28296623833060897,790.0
Utrecht,Den Haag,1.0,1.0,0.3245800913356227,0.31959761197673187,0.16923350079591293,790.0
Heerenveen,PSV Eindhoven,2.0,2.0,0.20026759158733756,0.4158093287426677,0.1677150661793863,790.0
Heracles,For Sittard,1.0,2.0,0.42993560783329465,0.2564837225309734,0.1555857504459482,791.0
Groningen,Waalwijk,2.0,0.0,0.3092240772660988,0.3493290104183869,0.13900953550239903,791.0
FC Emmen,Den Haag,1.0,1.0,0.2977521318035808,0.2865305452475596,0.26022105568961945,791.0
Ajax,Zwolle,4.0,0.0,0.6583848566342407,0.1409874216651345,0.0849473606887521,791.0
Vitesse,Heerenveen,1.0,1.0,0.09285123689461093,0.38200969132326085,0.30697869621039275,791.0
VVV Venlo,Feyenoord,0.0,3.0,0.1505458680984696,0.38015098170765044,0.26034740194383044,791.0
Willem II,Sparta,1.0,3.0,0.3079474370420072,0.2643804803285941,0.29330199134288915,791.0
PSV Eindhoven,Utrecht,2.0,1.0,0.3300428102274549,0.3322518242487159,0.14073957016475297,791.0
Twente,AZ Alkmaar,1.0,3.0,0.3547576428765478,0.2727826313307116,0.223048811283925,791.0
Zwolle,FC Emmen,0.0,0.0,0.22364663021416425,0.2710925439955536,0.3572539499692081,792.0
Sparta,Groningen,2.0,3.0,0.1260797124901011,0.33601899832916016,0.33655094716634054,792.0
VVV Venlo,Twente,1.0,2.0,0.17730260781881066,0.31141688547358715,0.32982761521147896,792.0
Waalwijk,PSV Eindhoven,1.0,4.0,0.07861832054123379,0.23022316326310205,0.5055372752652048,792.0
Utrecht,For Sittard,1.0,1.0,0.34973010503693547,0.3202985394523273,0.13579091971333374,792.0
Vitesse,Feyenoord,1.0,0.0,0.1726923476565797,0.38675786160397363,0.23169527603471954,792.0
Den Haag,Ajax,2.0,4.0,0.07338521233454812,0.13901090977545447,0.6586100883337354,792.0
Heerenveen,Heracles,1.0,2.0,0.38998435536750625,0.3083731664125254,0.10077132634036429,792.0
AZ Alkmaar,Willem II,5.0,3.0,0.4304767457443419,0.22978435566192965,0.22943126463180388,792.0
For Sittard,Waalwijk,2.0,1.0,0.20627610727098392,0.30384219458478007,0.3172112158488573,793.0
FC Emmen,Utrecht,2.0,3.0,0.18593175840882895,0.31836035649140676,0.31253123921961096,793.0
PSV Eindhoven,VVV Venlo,4.0,1.0,0.3655405463617673,0.3099385113880119,0.13326739893627693,793.0
Twente,Sparta,0.0,2.0,0.4279276027398608,0.26556082970178196,0.13484991589847,793.0
AZ Alkmaar,Vitesse,3.0,1.0,0.2331477783813331,0.2926081459077847,0.31203300922291105,793.0
Willem II,Ajax,1.0,1.0,0.07562796847855846,0.11527196596281201,0.7125772503131121,793.0
Den Haag,Zwolle,0.0,2.0,0.2598845683331915,0.2830146759600161,0.30438975420642106,793.0
Groningen,Heracles,0.0,1.0,0.2737983038986476,0.3302981044774077,0.2099395247961385,793.0
Feyenoord,Heerenveen,3.0,0.0,0.09393367569667982,0.4427510067190954,0.237289966595821,793.0
Utrecht,AZ Alkmaar,2.0,2.0,0.25399542171508827,0.3067462682966453,0.2688313229209353,794.0
Waalwijk,Den Haag,0.0,1.0,0.25995292680647597,0.2960920619136952,0.28115467715149717,794.0
FC Emmen,Twente,1.0,4.0,0.14537472032055931,0.2603394372933867,0.4298147180099743,794.0
Heracles,Vitesse,0.0,2.0,0.24192865246739514,0.292642652760746,0.3040588005455137,794.0
Zwolle,AZ Alkmaar,1.0,1.0,0.17736289994532575,0.23675693902018885,0.45097521098413923,795.0
Utrecht,Groningen,2.0,2.0,0.16335569495486696,0.40306379856492247,0.2201042842043201,795.0
Sparta,Feyenoord,0.0,2.0,0.12119062293289727,0.3281539787884447,0.3503375340920049,795.0
Heerenveen,For Sittard,1.0,3.0,0.43972804617414674,0.29240902499512145,0.05002077735390454,795.0
VVV Venlo,Willem II,2.0,1.0,0.3329392559532519,0.2826350020284423,0.2286633639938144,795.0
Ajax,PSV Eindhoven,2.0,2.0,0.274224432366227,0.2559377117866642,0.3426734616439985,795.0
Vitesse,Utrecht,1.0,0.0,0.22571915138859203,0.3602810482263005,0.2153551317193724,796.0
Heracles,FC Emmen,4.0,0.0,0.3394376302064335,0.26567826220246904,0.2565803235643307,796.0
PSV Eindhoven,AZ Alkmaar,1.0,3.0,0.42276155212679023,0.2602614329604993,0.15730636468801945,796.0
Den Haag,VVV Venlo,1.0,4.0,0.16966848956518588,0.3048572545574865,0.34550516424822286,796.0
For Sittard,Sparta,0.0,1.0,0.2057878729738214,0.2999688492343843,0.32371889811469595,796.0
Feyenoord,Zwolle,1.0,0.0,0.35041545509849387,0.32067607573595613,0.1342038790146502,796.0
Heerenveen,Waalwijk,1.0,1.0,0.39783806743819683,0.31714631436471796,0.0720756831270409,796.0
Twente,Ajax,1.0,3.0,0.2220792840512077,0.23784440825997347,0.4199550009456607,796.0
Willem II,Groningen,2.0,3.0,0.15324065278742197,0.29735004649908897,0.36878831797445283,796.0
FC Emmen,Vitesse,1.0,4.0,0.1600481127381213,0.29029025232602346,0.3742804384177332,797.0
Sparta,PSV Eindhoven,3.0,5.0,0.08464534721427519,0.22891965490884886,0.5054722108319442,797.0
Utrecht,Heracles,2.0,0.0,0.2667144250850076,0.31095426575815005,0.24905308074478874,797.0
Zwolle,For Sittard,0.0,2.0,0.307713599201431,0.29350189897236556,0.23628745347027624,797.0
AZ Alkmaar,Den Haag,2.0,1.0,0.43349108671821995,0.244996623480474,0.18185225206705988,797.0
Waalwijk,Willem II,1.0,1.0,0.2666576431238448,0.2666502606207969,0.32859780836865604,797.0
Groningen,Twente,2.0,2.0,0.18916200751583237,0.367144633259867,0.2416764185750307,797.0
VVV Venlo,Heerenveen,1.0,1.0,0.08373320831238214,0.37409750285423554,0.3232890149761662,797.0
Ajax,Feyenoord,1.0,0.0,0.34630700990578933,0.2853956937067426,0.2069313347342582,797.0
Willem II,Zwolle,1.0,3.0,0.3439123538451646,0.2516702098663759,0.2823486392414456,798.0
Den Haag,FC Emmen,0.0,0.0,0.24341262603929356,0.28109856498149227,0.32281015154913545,798.0
Vitesse,Groningen,1.0,0.0,0.1836720672839645,0.3884095781666067,0.21911209480603192,798.0
PSV Eindhoven,Waalwijk,2.0,0.0,0.46895901716058985,0.25150343025685484,0.09542223661707781,798.0
Heracles,Heerenveen,1.0,0.0,0.08869009955696415,0.2967414993300957,0.4123823135472172,798.0
For Sittard,Ajax,1.0,2.0,0.05164769465304612,0.12143518873181745,0.6816474345426727,798.0
Twente,VVV Venlo,0.0,1.0,0.29559901780644987,0.3253709155654419,0.19372524306271313,798.0
Utrecht,Sparta,1.0,0.0,0.33442193016160954,0.31746156095503086,0.1607183939042607,798.0
Feyenoord,AZ Alkmaar,2.0,3.0,0.273661664712813,0.3281134276902377,0.21358652833534508,798.0
Zwolle,Heracles,2.0,2.0,0.19027161727671096,0.24687354692752686,0.4247704399144043,799.0
FC Emmen,PSV Eindhoven,0.0,2.0,0.09703762508226296,0.24135385356965885,0.48283400428430934,799.0
Groningen,Den Haag,3.0,0.0,0.31371029197465056,0.34245908923617313,0.14439445419880614,799.0
AZ Alkmaar,Utrecht,0.0,1.0,0.24200754209522599,0.3058616424826955,0.2818363185099198,799.0
VVV Venlo,Vitesse,4.0,1.0,0.19911966940095463,0.348052336963921,0.2583765997716759,799.0
Waalwijk,For Sittard,1.0,2.0,0.29424344226932575,0.31147344301185415,0.21883154669976573,799.0
Heerenveen,Feyenoord,3.0,0.0,0.2273461203906137,0.44746829720669196,0.09917237626256466,799.0
Ajax,Willem II,3.0,1.0,0.6774189281458464,0.13356447568496752,0.09773813613981594,799.0
Sparta,Twente,0.0,0.0,0.12176635803719314,0.2570242799411809,0.4480541810552526,799.0
Heracles,Groningen,1.0,0.0,0.18522140684626834,0.3282376174147656,0.2988693330307934,800.0
Utrecht,Zwolle,3.0,3.0,0.3484237036073002,0.30527736947205014,0.16509814529877298,800.0
For Sittard,VVV Venlo,3.0,2.0,0.13220762484369109,0.305112123890754,0.3728705713449866,800.0
Vitesse,Waalwijk,1.0,1.0,0.33127143180376034,0.3088981754264597,0.18010167857081733,800.0
Twente,Heerenveen,0.0,0.0,0.11889701469565703,0.38815854728588,0.27820115178156624,800.0
Feyenoord,PSV Eindhoven,3.0,1.0,0.12998263495200976,0.35927076669193,0.30406772946469257,800.0
Willem II,FC Emmen,2.0,0.0,0.2844522646033799,0.2574181634680693,0.3303667476873989,800.0
AZ Alkmaar,Ajax,0.0,3.0,0.1549585888160757,0.17900607979439917,0.5726959318724023,800.0
Den Haag,Sparta,1.0,1.0,0.23729045299901363,0.2923380170729298,0.30878166463947454,800.0
For Sittard,Heracles,0.0,1.0,0.1382223765675634,0.24683156045821542,0.4553063653902822,801.0
FC Emmen,AZ Alkmaar,0.0,1.0,0.20662956100641922,0.2506133349767416,0.40690976556806374,801.0
Zwolle,Waalwijk,1.0,1.0,0.24942550093367047,0.28802437037309736,0.305177509245275,801.0
Heerenveen,Vitesse,1.0,0.0,0.28637659718138614,0.3939008566340906,0.10121879089382207,801.0
PSV Eindhoven,Twente,3.0,0.0,0.29252966467274716,0.31933088672176196,0.20730357674603006,801.0
Waalwijk,FC Emmen,1.0,0.0,0.22755600106251256,0.291493974986372,0.3188367402306949,802.0
Groningen,Zwolle,1.0,0.0,0.34104018934340163,0.32432067831546796,0.14015188027746078,802.0
Sparta,For Sittard,1.0,2.0,0.2987368827949944,0.3061387651629124,0.22320254906385054,802.0
Den Haag,PSV Eindhoven,2.0,2.0,0.0776630323521728,0.22492634313269008,0.5133542866478773,802.0
Heracles,Ajax,0.0,2.0,0.1378294050583283,0.17212540760580922,0.5920630208467738,802.0
AZ Alkmaar,Heerenveen,3.0,1.0,0.1011619123971609,0.3131245892214995,0.38369382304662136,802.0
Feyenoord,Willem II,5.0,0.0,0.35229987947888425,0.30336652737841724,0.16366886192072982,802.0
Utrecht,VVV Venlo,3.0,1.0,0.22221729037904342,0.3624761135696135,0.21581207815393963,802.0
Vitesse,Twente,0.0,2.0,0.20795762105332655,0.3245594561596443,0.2841097470254121,802.0
Willem II,Utrecht,0.0,6.0,0.17087577360614145,0.2741446179620125,0.3915909518682344,803.0
FC Emmen,Zwolle,3.0,2.0,0.31788036284881105,0.277233106249105,0.2566557722621854,803.0
VVV Venlo,AZ Alkmaar,1.0,4.0,0.23751776107120434,0.2919462664002603,0.30924271464219055,803.0
For Sittard,Den Haag,2.0,0.0,0.2033198341780842,0.30036281007381266,0.32517338699108744,803.0
Twente,Feyenoord,2.0,2.0,0.21849546702747574,0.3763071860274349,0.20055530246214479,803.0
Heerenveen,Groningen,1.0,1.0,0.21729416083701797,0.4538515673098018,0.10240180678503456,803.0
Waalwijk,Heracles,3.0,0.0,0.19601550297543768,0.2665032748535037,0.38641848089538977,803.0
PSV Eindhoven,Vitesse,3.0,1.0,0.3363085765823107,0.3193041598047675,0.15505565933909676,803.0
Ajax,Sparta,4.0,2.0,0.6448888069672917,0.14706181804561938,0.08188684421669934,803.0
Willem II,Den Haag,1.0,1.0,0.31325157600070974,0.2554048859587588,0.3065841038663123,804.0
Groningen,Feyenoord,0.0,0.0,0.16159485003357496,0.4339781880123492,0.18428771969206603,804.0
Zwolle,Heerenveen,4.0,1.0,0.05680682303886961,0.26411540718750615,0.4697509590598715,804.0
Utrecht,FC Emmen,0.0,1.0,0.3050866868621513,0.32076873669648204,0.19053499629910306,804.0
Den Haag,Waalwijk,0.0,0.0,0.24939782717532363,0.2996944978524772,0.2851123917167923,805.0
Vitesse,VVV Venlo,4.0,1.0,0.2438191246537012,0.34723724351802826,0.21565511793783837,805.0
Heracles,Twente,2.0,2.0,0.18888238611522387,0.26665061178131977,0.3912880234919724,805.0
Sparta,Willem II,0.0,2.0,0.25380284116471497,0.26208601378629875,0.3486572742519693,805.0
Groningen,For Sittard,1.0,0.0,0.3510995893441106,0.33638559819693337,0.10614702186310397,805.0
PSV Eindhoven,Ajax,1.0,1.0,0.3122645533160916,0.25738634677484296,0.30341493878287373,805.0
AZ Alkmaar,Feyenoord,4.0,2.0,0.19482135934251646,0.32505785481543864,0.2950935210919806,805.0
FC Emmen,Sparta,1.0,1.0,0.3036274331268491,0.287362719414348,0.25236385922860827,806.0
Feyenoord,VVV Venlo,6.0,0.0,0.24058758434663288,0.37965766315799193,0.17288207262711874,806.0
Twente,Willem II,1.0,1.0,0.4293771225645363,0.2498046474147412,0.17491572531169927,806.0
Heerenveen,Den Haag,3.0,0.0,0.412349337727987,0.3072381183595138,0.06759271835337172,806.0
Waalwijk,Utrecht,1.0,2.0,0.15714842381057545,0.32463315825678984,0.32729004950334767,806.0
Ajax,Groningen,3.0,1.0,0.3581985561407199,0.2836139720436835,0.19559160637421133,806.0
For Sittard,PSV Eindhoven,1.0,3.0,0.055631605095408786,0.20338435908596894,0.5481777468995024,806.0
Heracles,Zwolle,2.0,1.0,0.39289038871782583,0.25367852783391837,0.21823045682904815,806.0
Vitesse,AZ Alkmaar,2.0,1.0,0.2747049168765435,0.2962650852570739,0.26623405983388154,806.0
VVV Venlo,Sparta,0.0,1.0,0.2915682342271868,0.31342320212062336,0.21842727611397872,807.0
Willem II,Heerenveen,3.0,1.0,0.07093961912177824,0.26132201788636233,0.4668527149203303,807.0
Den Haag,Heracles,1.0,2.0,0.1819629401405339,0.2500139179864385,0.4245671986004152,807.0
AZ Alkmaar,Twente,4.0,1.0,0.2024321332224855,0.2672147654395189,0.3804801854791383,807.0
Groningen,FC Emmen,1.0,1.0,0.2904865593774112,0.34275525629302916,0.17154805809362003,807.0
Sparta,Waalwijk,2.0,0.0,0.25348326146351247,0.302378204705466,0.2766589873166125,808.0
VVV Venlo,For Sittard,1.0,3.0,0.3586961405561729,0.3090834455693342,0.14427243417409283,808.0
PSV Eindhoven,Feyenoord,1.0,1.0,0.2670219103124649,0.37386765299901903,0.1519086206171402,808.0
Utrecht,Vitesse,1.0,3.0,0.20127642678823462,0.36024772865394394,0.23946861953545126,808.0
Zwolle,Ajax,0.0,2.0,0.06918975771737979,0.12557966155503011,0.6852636829602391,808.0
Heerenveen,Twente,0.0,0.0,0.2785907977090843,0.38078399602387014,0.12880643649857743,808.0
For Sittard,Utrecht,0.0,1.0,0.12415464255933806,0.30792544408077277,0.37471115383799214,809.0
Feyenoord,FC Emmen,1.0,1.0,0.3070347579907466,0.338709247574487,0.15851744432839698,809.0
Waalwijk,Groningen,3.0,1.0,0.12347319655796118,0.3374873958873712,0.33668080092342945,809.0
Zwolle,VVV Venlo,2.0,1.0,0.1835937277745082,0.29273490865741847,0.3530031082694828,809.0
AZ Alkmaar,PSV Eindhoven,2.0,0.0,0.139972030191082,0.25011890263390973,0.44909384837111743,809.0
Vitesse,Willem II,0.0,0.0,0.3674367217944337,0.27478201265377405,0.2025940535389834,809.0
Heracles,Sparta,1.0,1.0,0.3678129427366436,0.26784304596488134,0.21759157188573458,809.0
Ajax,Den Haag,5.0,0.0,0.6378321594793541,0.1509965054220078,0.08601700605068793,809.0
VVV Venlo,Groningen,0.0,1.0,0.17072027687856273,0.38358684220506345,0.2375811164176078,810.0
Twente,Vitesse,1.0,2.0,0.26490284826969795,0.32990290359670815,0.22009492257005653,810.0
Willem II,AZ Alkmaar,0.0,1.0,0.21474481760533426,0.2326248758894744,0.4351192531288755,810.0
Sparta,Zwolle,3.0,2.0,0.276193825981636,0.2863755098517152,0.28257501299913995,810.0
Feyenoord,For Sittard,2.0,0.0,0.3594470751087435,0.33042612505513735,0.10482815938779474,810.0
Den Haag,Utrecht,1.0,4.0,0.14051344234282617,0.301842910111713,0.371514634805169,810.0
PSV Eindhoven,Heracles,3.0,0.0,0.43680167526552194,0.25533179298545344,0.1470440511790525,810.0
FC Emmen,Waalwijk,3.0,1.0,0.2925205346919859,0.2954250274497787,0.24924940142815605,810.0
Heerenveen,Ajax,1.0,2.0,0.29652254782120413,0.3186798274537474,0.20391238971057532,810.0
Vitesse,Den Haag,0.0,0.0,0.37851805194862653,0.2898104834333872,0.15509433407639203,811.0
Heracles,Willem II,4.0,0.0,0.35909934922614395,0.24249518494544126,0.28638809698342993,811.0
AZ Alkmaar,Sparta,2.0,0.0,0.41226686901120113,0.2553242796632969,0.18659791524316313,811.0
For Sittard,FC Emmen,1.0,3.0,0.1736435652250809,0.28385187550240754,0.3743040551551227,811.0
Zwolle,Twente,1.0,0.0,0.11818504949719921,0.23669857279793957,0.481046436000585,811.0
Utrecht,Feyenoord,1.0,2.0,0.15835001339687346,0.4020903915084109,0.22602228651901793,811.0
Groningen,Heerenveen,0.0,2.0,0.0908899580277311,0.444988459847358,0.23750624890416056,811.0
VVV Venlo,PSV Eindhoven,0.0,2.0,0.11922244813052363,0.3045971568574256,0.38255414569988505,811.0
Waalwijk,Ajax,0.0,1.0,0.07190786490938972,0.13955205215038394,0.6568870210646476,811.0
Ajax,Utrecht,1.0,1.0,0.4476882900977757,0.24248379722270755,0.16550618958129784,812.0
Willem II,Waalwijk,1.0,0.0,0.2781090685783841,0.26851669918760535,0.3143984322518112,812.0
Heerenveen,Zwolle,0.0,2.0,0.43238435156252464,0.2910139522755388,0.06642329883586477,812.0
PSV Eindhoven,Groningen,1.0,0.0,0.2832444304742964,0.3677239317205312,0.142170904169566,812.0
Sparta,VVV Venlo,2.0,0.0,0.16881559099031515,0.30328734429611914,0.34847328723184234,812.0
FC Emmen,Heracles,3.0,1.0,0.2254626405603716,0.26401133796601944,0.36847186615087524,812.0
Ajax,AZ Alkmaar,2.0,0.0,0.5353893973035576,0.19159255760955887,0.1821768862372641,813.0
Den Haag,For Sittard,0.0,3.0,0.30251675120101856,0.3035366755453828,0.2236401690512254,813.0
Feyenoord,Vitesse,0.0,0.0,0.21110313632783417,0.3886190935002129,0.1916256981694286,813.0
Twente,Utrecht,1.0,2.0,0.2670673100635611,0.34222842050137703,0.19857329085247577,813.0
Heracles,VVV Venlo,4.0,0.0,0.24846040891266286,0.2924240330233504,0.29841845117760624,813.0
For Sittard,Twente,3.0,0.0,0.09710816786355991,0.2491974071327733,0.4714787075834205,814.0
Vitesse,Zwolle,2.0,1.0,0.3772402706828869,0.28727833808941583,0.16224594582442708,814.0
Waalwijk,AZ Alkmaar,1.0,3.0,0.17766061174655381,0.2558446664508967,0.4172543006638769,814.0
Utrecht,Willem II,3.0,2.0,0.33689906213326076,0.29027914444835373,0.2086421422025675,814.0
Den Haag,Feyenoord,3.0,2.0,0.11526227920098987,0.3139649433223019,0.37295200517250643,814.0
Ajax,FC Emmen,4.0,0.0,0.6014213040487396,0.16973983679896523,0.11104838007786934,814.0
Groningen,Sparta,1.0,2.0,0.318976970381792,0.34178246014355484,0.13897731313461098,814.0
PSV Eindhoven,Heerenveen,2.0,2.0,0.15085376538684095,0.41300287931399626,0.21977679960900184,814.0
Sparta,Vitesse,3.0,0.0,0.14897496808031185,0.2952243449229025,0.37492074128695707,815.0
Twente,Heracles,1.0,1.0,0.34593035683446827,0.2750055542056297,0.22903178079955716,815.0
Heerenveen,Utrecht,0.0,0.0,0.2775213759472436,0.4071250487563179,0.09370483596824215,815.0
AZ Alkmaar,For Sittard,1.0,0.0,0.44002057781034726,0.25266340132332454,0.1489491226432183,815.0
VVV Venlo,Waalwijk,3.0,3.0,0.31971518427193835,0.31508314554347566,0.18308199971320357,815.0
FC Emmen,Groningen,0.0,4.0,0.14757326750068653,0.3298690378288056,0.32781121176014744,815.0
Feyenoord,Ajax,0.0,3.0,0.1740597240331975,0.27422835338238216,0.3892440482983438,815.0
Zwolle,Den Haag,0.0,1.0,0.264028180803514,0.2826192108448239,0.3012113541831922,815.0
Willem II,PSV Eindhoven,0.0,2.0,0.08675807110276389,0.19306727071312946,0.5606060413465983,815.0
Ajax,VVV Venlo,3.0,1.0,0.4818840118095177,0.22623040992722787,0.1550661415866447,816.0
Den Haag,Willem II,1.0,4.0,0.2607739364913588,0.26137024507857487,0.3439758402952437,816.0
FC Emmen,Heerenveen,3.0,1.0,0.06500711429582792,0.28332100530602233,0.4424395860033625,816.0
For Sittard,Vitesse,3.0,3.0,0.12242201398712826,0.29132924972123886,0.39841443078609506,816.0
Groningen,AZ Alkmaar,0.0,0.0,0.2594722387483482,0.3318897720737734,0.22268654950071276,816.0
Heracles,Feyenoord,1.0,1.0,0.18874890605792807,0.32123200987401695,0.3059424914779516,816.0
PSV Eindhoven,Zwolle,4.0,2.0,0.5202659300323579,0.21878537568053144,0.08520040401227132,816.0
Sparta,Utrecht,0.0,0.0,0.1489758386293022,0.3180568085593888,0.34275262404311474,816.0
Waalwijk,Twente,2.0,1.0,0.12241793614877669,0.2643888547746439,0.43676003329255214,816.0
AZ Alkmaar,Heracles,5.0,0.0,0.3320537084563416,0.2520480664248699,0.2943305331525774,817.0
Feyenoord,Waalwijk,3.0,0.0,0.31641336143520793,0.34627583846493765,0.1349747180071826,817.0
Heerenveen,Sparta,1.0,2.0,0.3976760682454674,0.31648065683820226,0.07356247783810417,817.0
Twente,Den Haag,3.0,2.0,0.437502697874911,0.2589171639616293,0.13586848989024491,817.0
Utrecht,PSV Eindhoven,1.0,1.0,0.1311825083612787,0.32884339781672495,0.3419230504713435,817.0
Vitesse,Ajax,1.0,3.0,0.16610089986456822,0.23069439289614116,0.4682280031110785,817.0
VVV Venlo,FC Emmen,0.0,4.0,0.2907365970459573,0.31259340765631505,0.2207699497437782,817.0
Willem II,For Sittard,2.0,1.0,0.37752089040794945,0.26500775412873606,0.21149547290525725,817.0
Zwolle,Groningen,1.0,0.0,0.11856231922172282,0.3073779987698597,0.37931020079249034,817.0
