a1,a2,b1,b2,lambda3,delta,f
0.0116165917587067,0.0165758604544898,0.0638362701521962,0.0865127654966994,0.217171688307933,-0.07704011242712529,"[0.3551975325772396, 0.656191302047044, 0.21078128208833802, 0.20481802781185904, 0.28492899518958104, 0.1021153463762837, 0.40237723408767434, 0.40296036684138636, 0.6159017996796705, 0.29479557002080226, 0.2222614880101989, 0.3057162427109955, 0.186385888383083, 0.3733350636589434, 0.3572636531454032, 0.47982146627267275, 0.21031115229894715, 0.3930771261134448, 0.3110920002502955, 0.24112409722094408, 0.23684020887264612, 0.3072511759791833, 0.3446846123256293, 0.3629852151084134, 0.12484719027765184, 0.18020045653142847, 0.26628019783819257, 0.21509832759875813, -0.02964674466066554, 0.3938836983819691, 0.18343673164352858, 0.3223943339927908, 0.5787491127263409, 0.23809456608176116, 0.2978162873019782, 0.06222531684424287, 0.31426342347170644, 0.5441307488118428, 0.19187883412704132, 0.366413262213264, 0.32173818055369996, 0.4476546063013056, 0.05076198670995585, 0.27292516315246407, 0.35831173335753597, 0.5279186024935028, 0.3236456515801056, 0.48393752373546284, 0.2882857067092569, 0.5403250520218212, 0.43211978747958824, 0.27271558669855955, 0.5901228635790239, 0.30759496593687097, 0.475686290955162, 0.21320248878670967, 0.40521972226884184, 0.4039856014264315, 0.18753282384309816, 0.3246754475349459, 0.4834936734224138, 0.15320448418615706]"
