a1,a2,b1,b2,lambda3,delta,f
0.0183324439120054,0.0210032874087313,0.0573776363078165,0.0659858530464686,0.2391874102933848,-0.0790340312201348,"[0.37954982909934043, 0.6125917595119879, 0.20518796324328925, 0.19503579263643045, 0.1792301292425933, 0.089669113556964, 0.37840924865630754, 0.4829734500292384, 0.6594056385116316, 0.26997375707459426, 0.2732492706024672, 0.31253797411704864, 0.2168542866498543, 0.5137242502042274, 0.3171166609745314, 0.6201918787777219, 0.3369280308878022, 0.36281743734405625, 0.3578563055371169, 0.22583013397933716, 0.2078608847034199, 0.303014486996257, 0.3731852956158641, 0.38493990098080166, 0.11885443076862773, 0.3637066408876528, 0.2800264320386354, 0.19568326173809647, -0.027302278114193626, 0.47551234649209584, 0.19111932928162556, 0.31534707933713013, 0.4208787451052374, 0.23731299325439348, 0.3658333320513263, 0.08736110470809327, 0.3321033880092643, 0.5520058594628603, 0.14908986421983383, 0.3778140504873615, 0.28110410172903066, 0.36502841070993197, 0.05484231397791689, 0.2692870516988275, 0.33022339291833425, 0.4583794775131145, 0.3188467771961061, 0.41830602462743505, 0.21820773441674302, 0.5224491072380957, 0.3481688860249472, 0.2661363663646754, 0.5846300174763726, 0.31511667640312147, 0.5686862128424452, 0.22986810604952956, 0.4001590251573608, 0.40972134743791, 0.15575971203894812, 0.3200060553551838, 0.5303914165162027, 0.16764666635669012]"
